fips2010,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,cntyname,pop2010,hu2010,state_alpha
2502712715,915,1015,1284,1610,1782,Worcester County,12981,4885,MA
2502714395,915,1015,1284,1610,1782,Worcester County,13606,6397,MA
2502717300,915,1015,1284,1610,1782,Worcester County,8471,3293,MA
2502717685,915,1015,1284,1610,1782,Worcester County,11390,4403,MA
2502718560,915,1015,1284,1610,1782,Worcester County,2183,931,MA
2502723875,827,868,1145,1436,1559,Worcester County,40318,17117,MA
2502725485,827,868,1145,1436,1559,Worcester County,20228,9126,MA
2502726430,915,1015,1284,1610,1782,Worcester County,17765,7177,MA
2502728740,719,783,989,1411,1542,Worcester County,2990,1218,MA
2502728950,993,1027,1366,1774,2203,Worcester County,6520,2047,MA
2502730560,915,1015,1284,1610,1782,Worcester County,17346,6646,MA
2502730945,993,1027,1366,1774,2203,Worcester County,5911,2285,MA
2502731435,719,783,989,1411,1542,Worcester County,4382,1662,MA
2502734165,993,1027,1366,1774,2203,Worcester County,8055,2614,MA
2502734795,915,1015,1284,1610,1782,Worcester County,10970,4270,MA
2502735075,827,868,1145,1436,1559,Worcester County,40759,17873,MA
2502737420,827,868,1145,1436,1559,Worcester County,10086,4133,MA
2502740255,993,1027,1366,1774,2203,Worcester County,5839,2091,MA
2502741165,993,1027,1366,1774,2203,Worcester County,27999,11412,MA
2502741340,915,1015,1284,1610,1782,Worcester County,13261,5627,MA
2502741585,993,1027,1366,1774,2203,Worcester County,3190,1162,MA
2502745105,719,783,989,1411,1542,Worcester County,999,390,MA
2502746820,915,1015,1284,1610,1782,Worcester County,14155,5314,MA
2502746925,915,1015,1284,1610,1782,Worcester County,15707,6172,MA
2502747135,915,1015,1284,1610,1782,Worcester County,4680,2058,MA
2502750670,915,1015,1284,1610,1782,Worcester County,1902,711,MA
2502751825,915,1015,1284,1610,1782,Worcester County,13709,5541,MA
2502752420,915,1015,1284,1610,1782,Worcester County,4806,1599,MA
2502753120,719,783,989,1411,1542,Worcester County,1234,546,MA
2502753225,719,783,989,1411,1542,Worcester County,1682,802,MA
2502755395,915,1015,1284,1610,1782,Worcester County,3413,1339,MA
2502758580,719,783,989,1411,1542,Worcester County,1258,574,MA
2502758825,915,1015,1284,1610,1782,Worcester County,7973,2990,MA
2502761800,915,1015,1284,1610,1782,Worcester County,35608,13987,MA
2502763165,993,1027,1366,1774,2203,Worcester County,9767,3460,MA
2502763345,915,1015,1284,1610,1782,Worcester County,16719,7527,MA
2502766105,915,1015,1284,1610,1782,Worcester County,11688,5295,MA
2502767385,915,1015,1284,1610,1782,Worcester County,7808,2965,MA
2502768155,915,1015,1284,1610,1782,Worcester County,9268,3989,MA
2502768610,915,1015,1284,1610,1782,Worcester County,8963,3394,MA
2502769275,827,868,1145,1436,1559,Worcester County,8013,3139,MA
2502771480,993,1027,1366,1774,2203,Worcester County,7542,2832,MA
2502771620,915,1015,1284,1610,1782,Worcester County,13457,5302,MA
2502773090,719,783,989,1411,1542,Worcester County,5135,2211,MA
2502773895,915,1015,1284,1610,1782,Worcester County,16767,8011,MA
2502775015,915,1015,1284,1610,1782,Worcester County,18272,7350,MA
2502775155,915,1015,1284,1610,1782,Worcester County,7669,2746,MA
2502775400,915,1015,1284,1610,1782,Worcester County,3701,1699,MA
2502777010,827,868,1145,1436,1559,Worcester County,7277,2960,MA
2502780405,827,868,1145,1436,1559,Worcester County,10300,4199,MA
2502782000,915,1015,1284,1610,1782,Worcester County,181045,74645,MA
2600199999,556,560,697,926,981,Alcona County,10942,11073,MI
2600399999,507,537,714,938,1258,Alger County,9601,6554,MI
2600599999,652,687,815,1116,1213,Allegan County,111408,49426,MI
2600799999,564,568,697,961,1075,Alpena County,29598,16053,MI
2600999999,488,629,765,1073,1160,Antrim County,23580,17824,MI
2601199999,495,547,697,922,1215,Arenac County,15899,9803,MI
2601399999,495,524,697,938,981,Baraga County,8860,5270,MI
2601599999,586,671,850,1236,1362,Barry County,59173,27010,MI
2601799999,517,609,810,1060,1122,Bay County,107771,48220,MI
2601999999,598,639,842,1060,1164,Benzie County,17525,12199,MI
2602199999,532,600,798,1010,1183,Berrien County,156813,76922,MI
2602399999,606,610,777,1031,1058,Branch County,45248,20841,MI
2602599999,498,620,781,1019,1084,Calhoun County,136146,61042,MI
2602799999,606,632,841,1085,1145,Cass County,52293,25887,MI
2602999999,639,643,806,1115,1405,Charlevoix County,25949,17249,MI
2603199999,525,585,739,986,1007,Cheboygan County,26152,18298,MI
2603399999,532,577,766,960,1043,Chippewa County,38520,21253,MI
2603599999,495,540,697,921,1056,Clare County,30926,23233,MI
2603799999,620,734,910,1216,1396,Clinton County,75382,30695,MI
2603999999,578,611,813,1019,1379,Crawford County,14074,11092,MI
2604199999,495,568,697,1007,1063,Delta County,37069,20214,MI
2604399999,565,598,795,997,1083,Dickinson County,26168,13990,MI
2604599999,620,734,910,1216,1396,Eaton County,107759,47050,MI
2604799999,584,693,901,1153,1397,Emmet County,32694,21304,MI
2604999999,529,623,829,1092,1148,Genesee County,425790,192180,MI
2605199999,495,598,697,1014,1228,Gladwin County,25692,17672,MI
2605399999,495,525,697,919,1228,Gogebic County,16427,10795,MI
2605599999,608,798,953,1287,1370,Grand Traverse County,86986,41599,MI
2605799999,458,540,718,900,978,Gratiot County,42476,16339,MI
2605999999,563,590,756,1003,1053,Hillsdale County,46688,21757,MI
2606199999,524,569,754,958,1245,Houghton County,36628,18636,MI
2606399999,558,558,697,937,1054,Huron County,33118,21199,MI
2606599999,620,734,910,1216,1396,Ingham County,280895,121281,MI
2606799999,613,617,821,1090,1216,Ionia County,63905,24778,MI
2606999999,445,607,697,874,1205,Iosco County,25887,20443,MI
2607199999,500,529,704,886,1127,Iron County,11817,9197,MI
2607399999,580,651,792,1076,1316,Isabella County,70311,28381,MI
2607599999,588,641,807,1036,1112,Jackson County,160248,69458,MI
2607799999,582,710,873,1192,1325,Kalamazoo County,250331,110007,MI
2607999999,508,599,797,1060,1161,Kalkaska County,17153,12171,MI
2608199999,621,755,929,1296,1464,Kent County,602622,246901,MI
2608399999,552,584,777,1090,1094,Keweenaw County,2156,2467,MI
2608599999,508,538,715,896,974,Lake County,11539,14966,MI
2608799999,644,781,1009,1329,1436,Lapeer County,88319,36332,MI
2608999999,702,759,901,1143,1227,Leelanau County,21708,14935,MI
2609199999,586,639,850,1090,1158,Lenawee County,99892,43452,MI
2609399999,682,782,1016,1420,1789,Livingston County,180967,72809,MI
2609599999,495,546,697,946,949,Luce County,6631,4343,MI
2609799999,522,614,735,922,1124,Mackinac County,11113,11010,MI
2609999999,644,781,1009,1329,1436,Macomb County,840978,356626,MI
2610199999,537,574,756,1026,1030,Manistee County,24733,15694,MI
2610399999,515,605,804,1008,1095,Marquette County,67077,34330,MI
2610599999,585,623,824,1055,1122,Mason County,28705,17293,MI
2610799999,522,618,735,997,1001,Mecosta County,42798,21131,MI
2610999999,495,600,697,946,949,Menominee County,24029,14227,MI
2611199999,529,629,830,1158,1377,Midland County,83629,35960,MI
2611399999,551,675,775,1009,1056,Missaukee County,14849,9117,MI
2611599999,684,689,916,1243,1248,Monroe County,152021,62971,MI
2611799999,544,619,789,1074,1268,Montcalm County,63342,28221,MI
2611999999,532,563,749,1029,1054,Montmorency County,9765,9597,MI
2612199999,585,611,812,1105,1106,Muskegon County,172188,73561,MI
2612399999,580,584,777,1010,1058,Newaygo County,48460,25075,MI
2612599999,644,781,1009,1329,1436,Oakland County,1202362,527255,MI
2612799999,504,533,709,962,966,Oceana County,26570,15944,MI
2612999999,532,603,749,945,1129,Ogemaw County,21699,16047,MI
2613199999,495,607,697,978,981,Ontonagon County,6780,5672,MI
2613399999,495,575,697,906,1010,Osceola County,23528,13632,MI
2613599999,539,571,759,952,1068,Oscoda County,8640,9118,MI
2613799999,564,608,794,1103,1202,Otsego County,24164,14731,MI
2613999999,597,753,865,1235,1301,Ottawa County,263801,102495,MI
2614199999,495,607,697,997,1037,Presque Isle County,13376,10428,MI
2614399999,567,612,754,1023,1027,Roscommon County,24449,24459,MI
2614599999,499,615,783,1026,1078,Saginaw County,200169,86844,MI
2614799999,644,781,1009,1329,1436,St. Clair County,163040,71822,MI
2614999999,564,580,772,974,1208,St. Joseph County,61295,27778,MI
2615199999,519,542,721,955,1087,Sanilac County,43114,22725,MI
2615399999,495,538,697,874,1056,Schoolcraft County,8485,6313,MI
2615599999,573,577,767,1037,1045,Shiawassee County,70648,30319,MI
2615799999,455,566,713,960,1093,Tuscola County,55729,24451,MI
2615999999,582,710,873,1192,1325,Van Buren County,76258,36785,MI
2616199999,940,971,1184,1594,1977,Washtenaw County,344791,147573,MI
2616399999,644,781,1009,1329,1436,Wayne County,1820584,821693,MI
2616599999,549,647,861,1079,1173,Wexford County,32735,16736,MI
2700199999,603,607,807,1031,1242,Aitkin County,16202,16029,MN
2700399999,760,923,1164,1653,1937,Anoka County,330844,126688,MN
2700599999,482,608,756,984,1057,Becker County,32504,18784,MN
2700799999,538,619,823,1067,1121,Beltrami County,44442,20527,MN
2700999999,553,695,854,1197,1504,Benton County,38451,16140,MN
2701199999,451,601,697,946,949,Big Stone County,5269,3115,MN
2701399999,618,704,883,1211,1555,Blue Earth County,64013,26202,MN
2701599999,453,554,710,890,967,Brown County,25893,11493,MN
2701799999,641,717,918,1189,1477,Carlton County,35386,15656,MN
2701999999,760,923,1164,1653,1937,Carver County,91042,34536,MN
2702199999,592,596,793,994,1097,Cass County,28567,24903,MN
2702399999,487,605,753,1037,1040,Chippewa County,12441,5721,MN
2702599999,760,923,1164,1653,1937,Chisago County,53887,21172,MN
2702799999,548,676,852,1239,1484,Clay County,58999,23959,MN
2702999999,485,563,749,1004,1020,Clearwater County,8695,4773,MN
2703199999,549,749,860,1078,1171,Cook County,5176,5839,MN
2703399999,460,535,711,965,968,Cottonwood County,11687,5412,MN
2703599999,540,636,846,1069,1169,Crow Wing County,62500,40180,MN
2703799999,760,923,1164,1653,1937,Dakota County,398552,159598,MN
2703999999,606,699,918,1223,1489,Dodge County,20087,7947,MN
2704199999,548,646,859,1077,1513,Douglas County,36009,19905,MN
2704399999,451,524,697,946,949,Faribault County,14553,7090,MN
2704599999,445,525,697,946,949,Fillmore County,20866,9732,MN
2704799999,450,531,706,889,1060,Freeborn County,31255,14231,MN
2704999999,661,687,914,1146,1245,Goodhue County,46183,20337,MN
2705199999,451,607,697,996,1228,Grant County,6018,3324,MN
2705399999,760,923,1164,1653,1937,Hennepin County,1152425,509469,MN
2705599999,538,635,844,1183,1487,Houston County,19027,8601,MN
2705799999,525,551,733,995,998,Hubbard County,20428,14622,MN
2705999999,760,923,1164,1653,1937,Isanti County,37816,15321,MN
2706199999,513,605,804,1010,1095,Itasca County,45058,27065,MN
2706399999,451,550,697,888,949,Jackson County,10266,4990,MN
2706599999,573,666,886,1111,1560,Kanabec County,16239,7849,MN
2706799999,565,581,761,1107,1244,Kandiyohi County,42239,19476,MN
2706999999,451,524,697,892,949,Kittson County,4552,2605,MN
2707199999,451,567,697,946,949,Koochiching County,13311,7900,MN
2707399999,451,545,697,874,949,Lac qui Parle County,7259,3692,MN
2707599999,584,679,903,1173,1230,Lake County,10866,7681,MN
2707799999,488,567,754,993,1027,Lake of the Woods County,4045,3672,MN
2707999999,533,630,836,1216,1381,Le Sueur County,27703,12416,MN
2708199999,492,572,761,954,1036,Lincoln County,5896,3108,MN
2708399999,458,532,708,962,1127,Lyon County,25857,11098,MN
2708599999,507,609,795,1137,1299,McLeod County,36651,15760,MN
2708799999,483,613,746,935,1016,Mahnomen County,5413,2786,MN
2708999999,451,549,697,1014,1088,Marshall County,9439,4812,MN
2709199999,461,536,713,968,971,Martin County,20840,10009,MN
2709399999,513,608,805,1009,1190,Meeker County,23300,10674,MN
2709599999,593,729,930,1209,1535,Mille Lacs County,26097,12750,MN
2709799999,472,549,730,982,1089,Morrison County,33198,15731,MN
2709999999,510,601,800,1055,1090,Mower County,39163,17027,MN
2710199999,451,574,697,874,1228,Murray County,8725,4556,MN
2710399999,618,704,883,1211,1555,Nicollet County,32727,12873,MN
2710599999,575,579,770,965,1049,Nobles County,21378,8535,MN
2710799999,457,531,706,885,1059,Norman County,6852,3421,MN
2710999999,606,699,918,1223,1489,Olmsted County,144248,60495,MN
2711199999,540,602,801,1027,1091,Otter Tail County,57303,35594,MN
2711399999,484,571,759,952,1034,Pennington County,13930,6297,MN
2711599999,535,622,827,1037,1239,Pine County,29750,17276,MN
2711799999,451,600,697,946,949,Pipestone County,9596,4483,MN
2711999999,661,795,1031,1476,1799,Polk County,31600,14610,MN
2712199999,510,592,788,1069,1073,Pope County,10995,6435,MN
2712399999,760,923,1164,1653,1937,Ramsey County,508640,217197,MN
2712599999,558,593,697,946,949,Red Lake County,4089,1948,MN
2712799999,451,578,697,955,958,Redwood County,16059,7272,MN
2712999999,521,524,697,874,974,Renville County,15730,7355,MN
2713199999,609,708,941,1215,1340,Rice County,64142,24453,MN
2713399999,461,535,712,1009,1025,Rock County,9687,4262,MN
2713599999,471,555,738,925,1005,Roseau County,15629,7469,MN
2713799999,641,717,918,1189,1477,St. Louis County,200226,103058,MN
2713999999,760,923,1164,1653,1937,Scott County,129928,47124,MN
2714199999,760,923,1164,1653,1937,Sherburne County,88499,32379,MN
2714399999,484,559,740,1055,1097,Sibley County,15226,6582,MN
2714599999,553,695,854,1197,1504,Stearns County,150642,61974,MN
2714799999,547,635,845,1124,1488,Steele County,36576,15343,MN
2714999999,451,607,697,874,1138,Stevens County,9726,4160,MN
2715199999,521,524,697,1014,1082,Swift County,9783,4835,MN
2715399999,486,565,751,942,1023,Todd County,24895,12917,MN
2715599999,451,524,697,874,949,Traverse County,3558,2073,MN
2715799999,487,610,763,1101,1332,Wabasha County,21676,9997,MN
2715999999,451,551,697,889,1204,Wadena County,13843,6899,MN
2716199999,461,536,712,1001,1005,Waseca County,19136,7903,MN
2716399999,760,923,1164,1653,1937,Washington County,238136,92374,MN
2716599999,451,607,697,946,949,Watonwan County,11211,5047,MN
2716799999,451,524,697,1014,1228,Wilkin County,6576,3078,MN
2716999999,494,584,775,1011,1169,Winona County,51461,20760,MN
2717199999,760,923,1164,1653,1937,Wright County,124700,49000,MN
2717399999,451,594,697,1009,1020,Yellow Medicine County,10438,4760,MN
2800199999,556,592,788,988,1073,Adams County,32297,14656,MS
2800399999,500,562,709,1024,1084,Alcorn County,37057,17077,MS
2800599999,496,562,703,881,957,Amite County,13131,6635,MS
2800799999,487,547,691,910,941,Attala County,19564,9126,MS
2800999999,501,576,661,954,1041,Benton County,8729,4186,MS
2801199999,521,563,691,885,974,Bolivar County,34145,14070,MS
2801399999,466,528,661,882,1054,Calhoun County,14962,6913,MS
2801599999,535,571,759,1047,1050,Carroll County,10597,5052,MS
2801799999,422,504,661,829,1051,Chickasaw County,17392,7514,MS
2801999999,466,528,661,961,1164,Choctaw County,8547,4150,MS
2802199999,498,531,706,885,976,Claiborne County,9604,4223,MS
2802399999,507,575,719,901,979,Clarke County,16732,7876,MS
2802599999,487,552,690,949,1093,Clay County,20634,9180,MS
2802799999,458,550,718,900,1011,Coahoma County,26151,10792,MS
2802999999,687,789,944,1193,1407,Copiah County,29449,12184,MS
2803199999,475,538,673,927,931,Covington County,19568,8496,MS
2803399999,670,753,889,1212,1405,DeSoto County,161252,61634,MS
2803599999,593,684,843,1102,1192,Forrest County,74934,32289,MS
2803799999,466,528,661,829,914,Franklin County,8118,4154,MS
2803999999,580,618,822,1096,1137,George County,22578,9330,MS
2804199999,559,576,661,911,914,Greene County,14400,5123,MS
2804399999,466,531,661,871,900,Grenada County,21906,10155,MS
2804599999,683,705,815,1123,1348,Hancock County,43929,21840,MS
2804799999,683,705,815,1123,1348,Harrison County,187105,85181,MS
2804999999,687,789,944,1193,1407,Hinds County,245285,103421,MS
2805199999,466,528,661,835,1003,Holmes County,19198,8415,MS
2805399999,485,598,688,863,962,Humphreys County,9375,3855,MS
2805599999,466,528,661,844,914,Issaquena County,1406,560,MS
2805799999,482,533,684,926,1083,Itawamba County,23401,10126,MS
2805999999,665,684,786,1143,1384,Jackson County,139668,60067,MS
2806199999,538,610,763,959,1055,Jasper County,17062,8212,MS
2806399999,466,528,661,831,914,Jefferson County,7726,3673,MS
2806599999,524,647,743,1024,1028,Jefferson Davis County,12487,5876,MS
2806799999,512,629,803,1007,1094,Jones County,67761,28424,MS
2806999999,518,553,735,922,1017,Kemper County,10456,4722,MS
2807199999,649,794,920,1261,1323,Lafayette County,47351,22729,MS
2807399999,593,684,843,1102,1192,Lamar County,55658,24070,MS
2807599999,558,605,804,1035,1112,Lauderdale County,80261,34698,MS
2807799999,544,617,772,968,1068,Lawrence County,12929,6019,MS
2807999999,490,523,695,871,1147,Leake County,23805,9415,MS
2808199999,592,599,788,1012,1213,Lee County,82910,35872,MS
2808399999,505,508,676,860,921,Leflore County,32317,13199,MS
2808599999,497,560,705,972,975,Lincoln County,34869,15255,MS
2808799999,549,612,779,1133,1372,Lowndes County,59779,26556,MS
2808999999,687,789,944,1193,1407,Madison County,95203,38558,MS
2809199999,477,589,676,983,1004,Marion County,27088,11838,MS
2809399999,563,633,743,1026,1309,Marshall County,37144,14881,MS
2809599999,500,533,709,889,996,Monroe County,36989,16455,MS
2809799999,481,513,682,855,1201,Montgomery County,10925,5194,MS
2809999999,523,569,742,930,1011,Neshoba County,29676,12357,MS
2810199999,523,558,742,972,1154,Newton County,21720,9373,MS
2810399999,466,571,661,911,914,Noxubee County,11545,5170,MS
2810599999,552,731,862,1081,1192,Oktibbeha County,47671,20947,MS
2810799999,512,580,726,1011,1071,Panola County,34707,14697,MS
2810999999,592,669,839,1163,1267,Pearl River County,55834,23968,MS
2811199999,593,684,843,1102,1192,Perry County,12250,5519,MS
2811399999,530,565,752,973,1040,Pike County,40404,17861,MS
2811599999,504,544,715,962,974,Pontotoc County,29957,12440,MS
2811799999,466,576,661,829,914,Prentiss County,25276,11054,MS
2811999999,434,512,681,854,928,Quitman County,8223,3589,MS
2812199999,687,789,944,1193,1407,Rankin County,141617,56487,MS
2812399999,489,604,694,894,960,Scott County,28264,11470,MS
2812599999,466,497,661,829,900,Sharkey County,4916,2100,MS
2812799999,532,622,714,895,990,Simpson County,27503,11934,MS
2812999999,470,534,661,911,914,Smith County,16491,7237,MS
2813199999,523,592,741,1018,1025,Stone County,17786,7161,MS
2813399999,431,583,670,877,1153,Sunflower County,29450,9685,MS
2813599999,441,520,691,866,1021,Tallahatchie County,15378,5530,MS
2813799999,646,664,763,982,1201,Tate County,28886,10947,MS
2813999999,494,541,700,878,956,Tippah County,22232,9696,MS
2814199999,466,570,661,961,1000,Tishomingo County,19593,10295,MS
2814399999,642,660,758,950,1194,Tunica County,10778,4803,MS
2814599999,518,639,734,1001,1135,Union County,27134,11520,MS
2814799999,521,590,738,1017,1021,Walthall County,15443,7132,MS
2814999999,643,647,765,993,1092,Warren County,48773,21896,MS
2815199999,517,554,681,911,1084,Washington County,51137,21708,MS
2815399999,422,528,661,896,914,Wayne County,20747,9213,MS
2815599999,466,576,661,848,1164,Webster County,10253,4804,MS
2815799999,512,546,726,910,989,Wilkinson County,9878,5037,MS
2815999999,466,497,661,961,1164,Winston County,19198,8745,MS
2816199999,466,560,661,911,914,Yalobusha County,12678,6344,MS
2816399999,551,556,740,928,1008,Yazoo County,28065,10074,MS
2900199999,460,505,672,953,1184,Adair County,25607,11263,MO
2900399999,560,621,797,1028,1191,Andrew County,17291,7306,MO
2900599999,431,495,651,831,887,Atchison County,5685,2985,MO
2900799999,465,528,702,880,956,Audrain County,25529,10852,MO
2900999999,507,515,641,870,873,Barry County,35597,17523,MO
2901199999,425,558,641,820,1035,Barton County,12402,5600,MO
2901399999,498,501,667,922,1067,Bates County,17049,7842,MO
2901599999,492,509,677,938,1056,Benton County,19056,14150,MO
2901799999,557,561,744,1067,1185,Bollinger County,12363,5878,MO
2901999999,570,646,796,1094,1402,Boone County,162642,69551,MO
2902199999,560,621,797,1028,1191,Buchanan County,89201,38427,MO
2902399999,456,538,715,896,988,Butler County,42794,19731,MO
2902599999,606,762,928,1261,1431,Caldwell County,9424,4605,MO
2902799999,533,536,713,1022,1256,Callaway County,44332,18522,MO
2902999999,496,608,749,948,1297,Camden County,44002,41183,MO
2903199999,557,561,744,1067,1185,Cape Girardeau County,75674,32616,MO
2903399999,425,482,641,804,971,Carroll County,9295,4630,MO
2903599999,420,495,658,825,896,Carter County,6265,3247,MO
2903799999,606,762,928,1261,1431,Cass County,99478,40030,MO
2903999999,464,526,699,876,1035,Cedar County,13982,7224,MO
2904199999,425,491,641,851,1129,Chariton County,7831,4167,MO
2904399999,598,630,813,1183,1286,Christian County,77422,31576,MO
2904599999,425,496,641,884,971,Clark County,7139,3473,MO
2904799999,606,762,928,1261,1431,Clay County,221939,93918,MO
2904999999,606,762,928,1261,1431,Clinton County,20743,8876,MO
2905199999,436,525,683,993,998,Cole County,75990,32324,MO
2905399999,450,537,679,897,1002,Cooper County,17601,7463,MO
2905599999,541,544,683,941,943,Crawford County,24696,11955,MO
2905699999,651,739,957,1268,1482,Sullivan part,1474,640,MO
2905799999,449,510,678,850,923,Dade County,7883,3965,MO
2905999999,505,517,683,856,1203,Dallas County,16777,7662,MO
2906199999,425,555,641,932,963,Daviess County,8433,4199,MO
2906399999,560,621,797,1028,1191,DeKalb County,12892,4329,MO
2906599999,435,493,656,822,994,Dent County,15657,7285,MO
2906799999,425,482,641,932,1129,Douglas County,13684,6519,MO
2906999999,425,485,641,901,1105,Dunklin County,31953,14419,MO
2907199999,651,739,957,1268,1482,Franklin County,101492,43419,MO
2907399999,425,504,641,932,1129,Gasconade County,15222,8205,MO
2907599999,425,482,641,828,887,Gentry County,6738,3209,MO
2907799999,598,630,813,1183,1286,Greene County,275174,125387,MO
2907999999,435,494,657,956,996,Grundy County,10261,5023,MO
2908199999,450,530,705,884,960,Harrison County,8957,4407,MO
2908399999,469,553,735,1031,1038,Henry County,22272,10886,MO
2908599999,425,482,641,894,971,Hickory County,9627,6835,MO
2908799999,425,482,641,804,1021,Holt County,4912,2806,MO
2908999999,488,553,736,975,1002,Howard County,10144,4582,MO
2909199999,441,500,665,834,1046,Howell County,40400,18021,MO
2909399999,425,538,641,880,1129,Iron County,10630,5329,MO
2909599999,606,762,928,1261,1431,Jackson County,674158,312105,MO
2909799999,589,647,819,1117,1171,Jasper County,117404,50668,MO
2909999999,651,739,957,1268,1482,Jefferson County,218733,87626,MO
2910199999,500,567,754,1086,1277,Johnson County,52595,21528,MO
2910399999,425,482,641,890,971,Knox County,4131,2289,MO
2910599999,466,489,651,947,1077,Laclede County,35571,15778,MO
2910799999,606,762,928,1261,1431,Lafayette County,33381,14718,MO
2910999999,419,508,657,956,1116,Lawrence County,38634,16649,MO
2911199999,411,485,645,853,978,Lewis County,10211,4535,MO
2911399999,651,739,957,1268,1482,Lincoln County,52566,21011,MO
2911599999,425,482,641,804,873,Linn County,12761,6429,MO
2911799999,461,523,696,935,1226,Livingston County,15195,6730,MO
2911999999,479,543,657,847,913,McDonald County,23083,9925,MO
2912199999,424,500,665,902,906,Macon County,15566,7665,MO
2912399999,468,531,706,885,962,Madison County,12226,5970,MO
2912599999,425,496,641,804,929,Maries County,9176,4611,MO
2912799999,455,546,687,924,936,Marion County,28781,12826,MO
2912999999,433,491,653,877,990,Mercer County,3785,2135,MO
2913199999,474,610,716,899,975,Miller County,24748,12758,MO
2913399999,464,547,727,911,1102,Mississippi County,14358,5711,MO
2913599999,414,488,649,837,1006,Moniteau County,15607,6176,MO
2913799999,432,490,652,817,1148,Monroe County,8840,4798,MO
2913999999,464,527,701,926,955,Montgomery County,12236,6130,MO
2914199999,454,535,711,916,968,Morgan County,20565,15517,MO
2914399999,436,495,658,825,900,New Madrid County,18956,8531,MO
2914599999,589,647,819,1117,1171,Newton County,58114,24313,MO
2914799999,451,529,703,927,1105,Nodaway County,23370,9524,MO
2914999999,425,482,641,870,873,Oregon County,10881,5486,MO
2915199999,436,525,683,993,998,Osage County,13878,6533,MO
2915399999,425,518,641,879,971,Ozark County,9723,5652,MO
2915599999,425,482,641,858,877,Pemiscot County,18296,8161,MO
2915799999,478,555,722,1019,1272,Perry County,18971,8568,MO
2915999999,585,589,762,1034,1038,Pettis County,42201,18249,MO
2916199999,475,562,744,953,1243,Phelps County,45156,19533,MO
2916399999,442,570,667,970,978,Pike County,18516,7875,MO
2916599999,606,762,928,1261,1431,Platte County,89322,39223,MO
2916799999,532,541,719,1046,1242,Polk County,31137,13304,MO
2916999999,575,705,868,1263,1529,Pulaski County,52274,17904,MO
2917199999,427,484,644,912,976,Putnam County,4979,2982,MO
2917399999,494,561,746,935,1131,Ralls County,10167,5183,MO
2917599999,452,583,683,929,981,Randolph County,25414,10714,MO
2917799999,606,762,928,1261,1431,Ray County,23494,9984,MO
2917999999,425,482,641,804,971,Reynolds County,6696,4033,MO
2918199999,425,518,641,804,1129,Ripley County,14100,6597,MO
2918399999,651,739,957,1268,1482,St. Charles County,360485,141016,MO
2918599999,425,509,641,831,873,St. Clair County,9805,5640,MO
2918699999,457,567,690,974,1045,Ste. Genevieve County,18145,8637,MO
2918799999,503,506,673,955,1040,St. Francois County,65359,28458,MO
2918999999,651,739,957,1268,1482,St. Louis County,998954,438032,MO
2919599999,466,529,703,939,994,Saline County,23370,10117,MO
2919799999,443,503,669,839,911,Schuyler County,4431,2102,MO
2919999999,425,482,641,804,971,Scotland County,4843,2369,MO
2920199999,428,499,652,890,971,Scott County,39191,16987,MO
2920399999,409,482,641,804,915,Shannon County,8441,4164,MO
2920599999,425,487,641,854,1006,Shelby County,6373,3206,MO
2920799999,436,495,658,829,896,Stoddard County,29968,13609,MO
2920999999,479,573,723,938,1044,Stone County,32202,20373,MO
2921199999,494,560,745,934,1015,Sullivan County,6714,3358,MO
2921399999,529,623,749,1040,1076,Taney County,51675,29255,MO
2921599999,409,482,641,930,1100,Texas County,26008,11685,MO
2921799999,477,541,720,914,981,Vernon County,21159,9495,MO
2921999999,651,739,957,1268,1482,Warren County,32513,14685,MO
2922199999,473,482,641,804,873,Washington County,25195,11017,MO
2922399999,477,521,641,804,880,Wayne County,13521,8083,MO
2922599999,598,630,813,1183,1286,Webster County,36202,14417,MO
2922799999,425,482,641,804,971,Worth County,2171,1281,MO
2922999999,425,482,641,834,963,Wright County,18815,8700,MO
2951099999,651,739,957,1268,1482,St. Louis city,319294,176002,MO
3000199999,527,607,746,1001,1314,Beaverhead County,9246,5273,MT
3000399999,572,608,809,1024,1216,Big Horn County,12865,4695,MT
3000599999,513,632,726,926,989,Blaine County,6491,2843,MT
3000799999,601,639,850,1066,1409,Broadwater County,5612,2695,MT
3000999999,639,757,1001,1399,1705,Carbon County,10078,6441,MT
3001199999,493,550,697,976,1155,Carter County,1160,810,MT
3001399999,595,599,797,1116,1377,Cascade County,81327,37276,MT
3001599999,493,586,697,943,949,Chouteau County,5813,2879,MT
3001799999,501,557,709,1014,1018,Custer County,11699,5560,MT
3001999999,607,678,859,1249,1424,Daniels County,1751,1111,MT
3002199999,493,607,697,874,1054,Dawson County,8966,4233,MT
3002399999,500,617,708,962,1247,Deer Lodge County,9298,5122,MT
3002599999,493,607,697,954,1155,Fallon County,2890,1470,MT
3002799999,599,653,847,1062,1404,Fergus County,11586,5836,MT
3002999999,596,706,882,1283,1480,Flathead County,90928,46963,MT
3003199999,696,765,992,1440,1747,Gallatin County,89513,42289,MT
3003399999,493,550,697,925,1155,Garfield County,1206,844,MT
3003599999,562,573,732,918,1076,Glacier County,13399,5348,MT
3003799999,637,756,999,1395,1700,Golden Valley County,884,476,MT
3003999999,583,620,824,1033,1366,Granite County,3079,2822,MT
3004199999,553,556,708,919,1148,Hill County,16096,7250,MT
