state,areaName,countyName,medianProperty,costOfLiving,medianHHIncome,rent1Bed,rent4bed,costOfGroceries,population,hu2010,geoID,fips2010,fipsTxt
MS,"Alcorn County, MS",Alcorn County,86500,85.1,38675,562,1084,94.2,37057,17077,05000US28003,2800399999,28003
MS,"Amite County, MS",Amite County,73100,85.1,34986,562,957,94.2,13131,6635,05000US28005,2800599999,28005
MS,"Attala County, MS",Attala County,74700,85.1,31722,547,941,94.2,19564,9126,05000US28007,2800799999,28007
MS,"Benton County, MS",Benton County,73300,85.1,36400,576,1041,94.2,8729,4186,05000US28009,2800999999,28009
MS,"Bolivar County, MS",Bolivar County,86100,85.1,29633,563,974,94.2,34145,14070,05000US28011,2801199999,28011
MS,"Calhoun County, MS",Calhoun County,67400,85.1,34417,528,1054,94.2,14962,6913,05000US28013,2801399999,28013
MS,"Carroll County, MS",Carroll County,89900,85.1,39622,571,1050,94.2,10597,5052,05000US28015,2801599999,28015
MS,"Chickasaw County, MS",Chickasaw County,60000,85.1,34611,504,1051,94.2,17392,7514,05000US28017,2801799999,28017
MS,"Choctaw County, MS",Choctaw County,77400,85.1,36194,528,1164,94.2,8547,4150,05000US28019,2801999999,28019
MS,"Claiborne County, MS",Claiborne County,56200,85.1,29266,531,976,94.2,9604,4223,05000US28021,2802199999,28021
MS,"Clarke County, MS",Clarke County,68200,85.1,37814,575,979,94.2,16732,7876,05000US28023,2802399999,28023
MS,"Clay County, MS",Clay County,81600,85.1,34408,552,1093,94.2,20634,9180,05000US28025,2802599999,28025
MS,"Coahoma County, MS",Coahoma County,62500,85.1,26815,550,1011,94.2,26151,10792,05000US28027,2802799999,28027
MS,"Copiah County, MS",Copiah County,88800,85.1,34450,789,1407,94.2,29449,12184,05000US28029,2802999999,28029
MS,"Covington County, MS",Covington County,72300,85.1,33348,538,931,94.2,19568,8496,05000US28031,2803199999,28031
MS,"DeSoto County, MS",DeSoto County,155000,85.1,64138,753,1405,94.2,161252,61634,05000US28033,2803399999,28033
MS,"Forrest County, MS",Forrest County,111300,85.1,36709,684,1192,94.2,74934,32289,05000US28035,2803599999,28035
MS,"Franklin County, MS",Franklin County,74400,85.1,37533,528,914,94.2,8118,4154,05000US28037,2803799999,28037
MS,"George County, MS",George County,97700,85.1,50705,618,1137,94.2,22578,9330,05000US28039,2803999999,28039
MS,"Greene County, MS",Greene County,88300,85.1,39559,576,914,94.2,14400,5123,05000US28041,2804199999,28041
MS,"Grenada County, MS",Grenada County,94900,85.1,37419,531,900,94.2,21906,10155,05000US28043,2804399999,28043
MS,"Hancock County, MS",Hancock County,129900,85.1,45369,705,1348,94.2,43929,21840,05000US28045,2804599999,28045
MS,"Harrison County, MS",Harrison County,138400,85.1,42988,705,1348,94.2,187105,85181,05000US28047,2804799999,28047
MS,"Hinds County, MS",Hinds County,107300,85.1,42903,789,1407,94.2,245285,103421,05000US28049,2804999999,28049
MS,"Holmes County, MS",Holmes County,51800,85.1,22045,528,1003,94.2,19198,8415,05000US28051,2805199999,28051
MS,"Humphreys County, MS",Humphreys County,61500,85.1,25506,598,962,94.2,9375,3855,05000US28053,2805399999,28053
MS,"Issaquena County, MS",Issaquena County,57400,85.1,26957,528,914,94.2,1406,560,05000US28055,2805599999,28055
MS,"Itawamba County, MS",Itawamba County,84400,85.1,40644,533,1083,94.2,23401,10126,05000US28057,2805799999,28057
MS,"Jackson County, MS",Jackson County,120800,85.1,53288,684,1384,94.2,139668,60067,05000US28059,2805999999,28059
MS,"Jasper County, MS",Jasper County,65500,85.1,34806,610,1055,94.2,17062,8212,05000US28061,2806199999,28061
MS,"Jefferson County, MS",Jefferson County,59900,85.1,26731,528,914,94.2,7726,3673,05000US28063,2806399999,28063
MS,"Jefferson Davis County, MS",Jefferson Davis County,81400,85.1,30815,647,1028,94.2,12487,5876,05000US28065,2806599999,28065
MS,"Jones County, MS",Jones County,85400,85.1,40283,629,1094,94.2,67761,28424,05000US28067,2806799999,28067
MS,"Kemper County, MS",Kemper County,63400,85.1,31018,553,1017,94.2,10456,4722,05000US28069,2806999999,28069
MS,"Lafayette County, MS",Lafayette County,163500,85.1,42287,794,1323,94.2,47351,22729,05000US28071,2807199999,28071
MS,"Lamar County, MS",Lamar County,169500,85.1,57419,684,1192,94.2,55658,24070,05000US28073,2807399999,28073
MS,"Lauderdale County, MS",Lauderdale County,87800,85.1,40949,605,1112,94.2,80261,34698,05000US28075,2807599999,28075
MS,"Lawrence County, MS",Lawrence County,90100,85.1,42291,617,1068,94.2,12929,6019,05000US28077,2807799999,28077
MS,"Leake County, MS",Leake County,78200,85.1,35644,523,1147,94.2,23805,9415,05000US28079,2807999999,28079
MS,"Lee County, MS",Lee County,120400,85.1,43834,599,1213,94.2,82910,35872,05000US28081,2808199999,28081
MS,"Leflore County, MS",Leflore County,73600,85.1,27573,508,921,94.2,32317,13199,05000US28083,2808399999,28083
MS,"Lincoln County, MS",Lincoln County,91400,85.1,39701,560,975,94.2,34869,15255,05000US28085,2808599999,28085
MS,"Lowndes County, MS",Lowndes County,118800,85.1,44142,612,1372,94.2,59779,26556,05000US28087,2808799999,28087
MS,"Madison County, MS",Madison County,208800,85.1,65870,789,1407,94.2,95203,38558,05000US28089,2808999999,28089
MS,"Marion County, MS",Marion County,76400,85.1,33416,589,1004,94.2,27088,11838,05000US28091,2809199999,28091
MS,"Marshall County, MS",Marshall County,93100,85.1,37561,633,1309,94.2,37144,14881,05000US28093,2809399999,28093
MS,"Monroe County, MS",Monroe County,82000,85.1,38208,533,996,94.2,36989,16455,05000US28095,2809599999,28095
MS,"Montgomery County, MS",Montgomery County,76400,85.1,34946,513,1201,94.2,10925,5194,05000US28097,2809799999,28097
MS,"Neshoba County, MS",Neshoba County,79700,85.1,37195,569,1011,94.2,29676,12357,05000US28099,2809999999,28099
MS,"Newton County, MS",Newton County,80400,85.1,37468,558,1154,94.2,21720,9373,05000US28101,2810199999,28101
MS,"Noxubee County, MS",Noxubee County,67700,85.1,29330,571,914,94.2,11545,5170,05000US28103,2810399999,28103
MS,"Oktibbeha County, MS",Oktibbeha County,148900,85.1,36105,731,1192,94.2,47671,20947,05000US28105,2810599999,28105
MS,"Panola County, MS",Panola County,75300,85.1,35570,580,1071,94.2,34707,14697,05000US28107,2810799999,28107
MS,"Pearl River County, MS",Pearl River County,120300,85.1,43654,669,1267,94.2,55834,23968,05000US28109,2810999999,28109
MS,"Perry County, MS",Perry County,76700,85.1,38064,684,1192,94.2,12250,5519,05000US28111,2811199999,28111
MS,"Pike County, MS",Pike County,87600,85.1,32485,565,1040,94.2,40404,17861,05000US28113,2811399999,28113
MS,"Pontotoc County, MS",Pontotoc County,87800,85.1,41455,544,974,94.2,29957,12440,05000US28115,2811599999,28115
MS,"Prentiss County, MS",Prentiss County,82200,85.1,36558,576,914,94.2,25276,11054,05000US28117,2811799999,28117
MS,"Quitman County, MS",Quitman County,52700,85.1,26210,512,928,94.2,8223,3589,05000US28119,2811999999,28119
MS,"Rankin County, MS",Rankin County,157000,85.1,62284,789,1407,94.2,141617,56487,05000US28121,2812199999,28121
MS,"Scott County, MS",Scott County,69600,85.1,34452,604,960,94.2,28264,11470,05000US28123,2812399999,28123
MS,"Sharkey County, MS",Sharkey County,52600,85.1,27880,497,900,94.2,4916,2100,05000US28125,2812599999,28125
MS,"Simpson County, MS",Simpson County,84100,85.1,39568,622,990,94.2,27503,11934,05000US28127,2812799999,28127
MS,"Smith County, MS",Smith County,77800,85.1,38521,534,914,94.2,16491,7237,05000US28129,2812999999,28129
MS,"Stone County, MS",Stone County,112900,85.1,41884,592,1025,94.2,17786,7161,05000US28131,2813199999,28131
MS,"Sunflower County, MS",Sunflower County,71100,85.1,29529,583,1153,94.2,29450,9685,05000US28133,2813399999,28133
MS,"Tallahatchie County, MS",Tallahatchie County,61500,85.1,29233,520,1021,94.2,15378,5530,05000US28135,2813599999,28135
MS,"Tate County, MS",Tate County,110000,85.1,45643,664,1201,94.2,28886,10947,05000US28137,2813799999,28137
MS,"Tippah County, MS",Tippah County,82700,85.1,38571,541,956,94.2,22232,9696,05000US28139,2813999999,28139
MS,"Tishomingo County, MS",Tishomingo County,79300,85.1,37909,570,1000,94.2,19593,10295,05000US28141,2814199999,28141
MS,"Tunica County, MS",Tunica County,87500,85.1,30241,660,1194,94.2,10778,4803,05000US28143,2814399999,28143
MS,"Union County, MS",Union County,86700,85.1,44880,639,1135,94.2,27134,11520,05000US28145,2814599999,28145
MS,"Walthall County, MS",Walthall County,93300,85.1,32016,590,1021,94.2,15443,7132,05000US28147,2814799999,28147
MS,"Warren County, MS",Warren County,109500,85.1,41162,647,1092,94.2,48773,21896,05000US28149,2814999999,28149
MS,"Washington County, MS",Washington County,73000,85.1,30187,554,1084,94.2,51137,21708,05000US28151,2815199999,28151
MS,"Wayne County, MS",Wayne County,74000,85.1,35545,528,914,94.2,20747,9213,05000US28153,2815399999,28153
MS,"Webster County, MS",Webster County,79900,85.1,39192,576,1164,94.2,10253,4804,05000US28155,2815599999,28155
MS,"Wilkinson County, MS",Wilkinson County,61900,85.1,26390,546,989,94.2,9878,5037,05000US28157,2815799999,28157
MS,"Winston County, MS",Winston County,80400,85.1,36091,497,1164,94.2,19198,8745,05000US28159,2815999999,28159
MS,"Yalobusha County, MS",Yalobusha County,72300,85.1,35312,560,914,94.2,12678,6344,05000US28161,2816199999,28161
MS,"Yazoo County, MS",Yazoo County,72100,85.1,31773,556,1008,94.2,28065,10074,05000US28163,2816399999,28163
MO,"Adair County, MO",Adair County,112100,89.9,36819,505,1184,98.3,25607,11263,05000US29001,2900199999,29001
MO,"Andrew County, MO",Andrew County,131800,89.9,53356,621,1191,98.3,17291,7306,05000US29003,2900399999,29003
MO,"Atchison County, MO",Atchison County,81700,89.9,45966,495,887,98.3,5685,2985,05000US29005,2900599999,29005
MO,"Audrain County, MO",Audrain County,93400,89.9,42463,528,956,98.3,25529,10852,05000US29007,2900799999,29007
MO,"Barry County, MO",Barry County,112900,89.9,38060,515,873,98.3,35597,17523,05000US29009,2900999999,29009
MO,"Barton County, MO",Barton County,94900,89.9,40349,558,1035,98.3,12402,5600,05000US29011,2901199999,29011
MO,"Bates County, MO",Bates County,107500,89.9,42133,501,1067,98.3,17049,7842,05000US29013,2901399999,29013
MO,"Benton County, MO",Benton County,110000,89.9,36413,509,1056,98.3,19056,14150,05000US29015,2901599999,29015
MO,"Bollinger County, MO",Bollinger County,94400,89.9,40935,561,1185,98.3,12363,5878,05000US29017,2901799999,29017
MO,"Boone County, MO",Boone County,171400,89.9,52824,646,1402,98.3,162642,69551,05000US29019,2901999999,29019
MO,"Buchanan County, MO",Buchanan County,112400,89.9,47517,621,1191,98.3,89201,38427,05000US29021,2902199999,29021
MO,"Butler County, MO",Butler County,97200,89.9,35494,538,988,98.3,42794,19731,05000US29023,2902399999,29023
MO,"Caldwell County, MO",Caldwell County,99100,89.9,44952,762,1431,98.3,9424,4605,05000US29025,2902599999,29025
MO,"Callaway County, MO",Callaway County,124900,89.9,53186,536,1256,98.3,44332,18522,05000US29027,2902799999,29027
MO,"Camden County, MO",Camden County,171700,89.9,47373,608,1297,98.3,44002,41183,05000US29029,2902999999,29029
MO,"Cape Girardeau County, MO",Cape Girardeau County,147400,89.9,50227,561,1185,98.3,75674,32616,05000US29031,2903199999,29031
MO,"Carroll County, MO",Carroll County,79900,89.9,44581,482,971,98.3,9295,4630,05000US29033,2903399999,29033
MO,"Carter County, MO",Carter County,95600,89.9,33283,495,896,98.3,6265,3247,05000US29035,2903599999,29035
MO,"Cass County, MO",Cass County,161000,89.9,64422,762,1431,98.3,99478,40030,05000US29037,2903799999,29037
MO,"Cedar County, MO",Cedar County,87800,89.9,35998,526,1035,98.3,13982,7224,05000US29039,2903999999,29039
MO,"Chariton County, MO",Chariton County,80200,89.9,44229,491,1129,98.3,7831,4167,05000US29041,2904199999,29041
MO,"Christian County, MO",Christian County,148000,89.9,54273,630,1286,98.3,77422,31576,05000US29043,2904399999,29043
MO,"Clark County, MO",Clark County,85900,89.9,43975,496,971,98.3,7139,3473,05000US29045,2904599999,29045
MO,"Clay County, MO",Clay County,156600,89.9,65973,762,1431,98.3,221939,93918,05000US29047,2904799999,29047
MO,"Clinton County, MO",Clinton County,138400,89.9,58371,762,1431,98.3,20743,8876,05000US29049,2904999999,29049
MO,"Cole County, MO",Cole County,150700,89.9,55767,525,998,98.3,75990,32324,05000US29051,2905199999,29051
MO,"Cooper County, MO",Cooper County,122900,89.9,47187,537,1002,98.3,17601,7463,05000US29053,2905399999,29053
MO,"Crawford County, MO",Crawford County,116500,89.9,41139,544,943,98.3,24696,11955,05000US29055,2905599999,29055
MO,"Dade County, MO",Dade County,80300,89.9,37884,510,923,98.3,7883,3965,05000US29057,2905799999,29057
MO,"Dallas County, MO",Dallas County,101300,89.9,36178,517,1203,98.3,16777,7662,05000US29059,2905999999,29059
MO,"Daviess County, MO",Daviess County,97700,89.9,43519,555,963,98.3,8433,4199,05000US29061,2906199999,29061
MO,"DeKalb County, MO",DeKalb County,104600,89.9,46835,621,1191,98.3,12892,4329,05000US29063,2906399999,29063
MO,"Dent County, MO",Dent County,100300,89.9,38722,493,994,98.3,15657,7285,05000US29065,2906599999,29065
MO,"Douglas County, MO",Douglas County,99900,89.9,33121,482,1129,98.3,13684,6519,05000US29067,2906799999,29067
MO,"Dunklin County, MO",Dunklin County,68500,89.9,33237,485,1105,98.3,31953,14419,05000US29069,2906999999,29069
MO,"Franklin County, MO",Franklin County,152700,89.9,55496,739,1482,98.3,101492,43419,05000US29071,2907199999,29071
MO,"Gasconade County, MO",Gasconade County,126600,89.9,48593,504,1129,98.3,15222,8205,05000US29073,2907399999,29073
MO,"Gentry County, MO",Gentry County,84800,89.9,42402,482,887,98.3,6738,3209,05000US29075,2907599999,29075
MO,"Greene County, MO",Greene County,133700,89.9,42802,630,1286,98.3,275174,125387,05000US29077,2907799999,29077
MO,"Grundy County, MO",Grundy County,83300,89.9,40303,494,996,98.3,10261,5023,05000US29079,2907999999,29079
MO,"Harrison County, MO",Harrison County,73900,89.9,39021,530,960,98.3,8957,4407,05000US29081,2908199999,29081
MO,"Henry County, MO",Henry County,88600,89.9,42607,553,1038,98.3,22272,10886,05000US29083,2908399999,29083
MO,"Hickory County, MO",Hickory County,89800,89.9,33649,482,971,98.3,9627,6835,05000US29085,2908599999,29085
MO,"Holt County, MO",Holt County,90200,89.9,42240,482,1021,98.3,4912,2806,05000US29087,2908799999,29087
MO,"Howard County, MO",Howard County,107600,89.9,48518,553,1002,98.3,10144,4582,05000US29089,2908999999,29089
MO,"Howell County, MO",Howell County,103500,89.9,36323,500,1046,98.3,40400,18021,05000US29091,2909199999,29091
MO,"Iron County, MO",Iron County,81800,89.9,34133,538,1129,98.3,10630,5329,05000US29093,2909399999,29093
MO,"Jackson County, MO",Jackson County,127400,89.9,50822,762,1431,98.3,674158,312105,05000US29095,2909599999,29095
MO,"Jasper County, MO",Jasper County,108900,89.9,44699,647,1171,98.3,117404,50668,05000US29097,2909799999,29097
MO,"Jefferson County, MO",Jefferson County,152300,89.9,61508,739,1482,98.3,218733,87626,05000US29099,2909999999,29099
MO,"Johnson County, MO",Johnson County,142800,89.9,50257,567,1277,98.3,52595,21528,05000US29101,2910199999,29101
MO,"Knox County, MO",Knox County,72200,89.9,36770,482,971,98.3,4131,2289,05000US29103,2910399999,29103
MO,"Laclede County, MO",Laclede County,105500,89.9,40885,489,1077,98.3,35571,15778,05000US29105,2910599999,29105
MO,"Lafayette County, MO",Lafayette County,118000,89.9,52065,762,1431,98.3,33381,14718,05000US29107,2910799999,29107
MO,"Lawrence County, MO",Lawrence County,99000,89.9,41934,508,1116,98.3,38634,16649,05000US29109,2910999999,29109
MO,"Lewis County, MO",Lewis County,81900,89.9,43813,485,978,98.3,10211,4535,05000US29111,2911199999,29111
MO,"Lincoln County, MO",Lincoln County,146200,89.9,56833,739,1482,98.3,52566,21011,05000US29113,2911399999,29113
MO,"Linn County, MO",Linn County,75700,89.9,41176,482,873,98.3,12761,6429,05000US29115,2911599999,29115
MO,"Livingston County, MO",Livingston County,106800,89.9,41759,523,1226,98.3,15195,6730,05000US29117,2911799999,29117
MO,"McDonald County, MO",McDonald County,90200,89.9,37594,543,913,98.3,23083,9925,05000US29119,2911999999,29119
MO,"Macon County, MO",Macon County,87300,89.9,40603,500,906,98.3,15566,7665,05000US29121,2912199999,29121
MO,"Madison County, MO",Madison County,95800,89.9,36909,531,962,98.3,12226,5970,05000US29123,2912399999,29123
MO,"Maries County, MO",Maries County,116600,89.9,43192,496,929,98.3,9176,4611,05000US29125,2912599999,29125
MO,"Marion County, MO",Marion County,107700,89.9,45187,546,936,98.3,28781,12826,05000US29127,2912799999,29127
MO,"Mercer County, MO",Mercer County,82100,89.9,42239,491,990,98.3,3785,2135,05000US29129,2912999999,29129
MO,"Miller County, MO",Miller County,119100,89.9,41274,610,975,98.3,24748,12758,05000US29131,2913199999,29131
MO,"Mississippi County, MO",Mississippi County,71600,89.9,32388,547,1102,98.3,14358,5711,05000US29133,2913399999,29133
MO,"Moniteau County, MO",Moniteau County,116400,89.9,50241,488,1006,98.3,15607,6176,05000US29135,2913599999,29135
MO,"Monroe County, MO",Monroe County,98300,89.9,41630,490,1148,98.3,8840,4798,05000US29137,2913799999,29137
MO,"Montgomery County, MO",Montgomery County,104400,89.9,42701,527,955,98.3,12236,6130,05000US29139,2913999999,29139
MO,"Morgan County, MO",Morgan County,111900,89.9,38412,535,968,98.3,20565,15517,05000US29141,2914199999,29141
MO,"New Madrid County, MO",New Madrid County,74100,89.9,33037,495,900,98.3,18956,8531,05000US29143,2914399999,29143
MO,"Newton County, MO",Newton County,112500,89.9,46170,647,1171,98.3,58114,24313,05000US29145,2914599999,29145
MO,"Nodaway County, MO",Nodaway County,121600,89.9,44923,529,1105,98.3,23370,9524,05000US29147,2914799999,29147
MO,"Oregon County, MO",Oregon County,77800,89.9,30126,482,873,98.3,10881,5486,05000US29149,2914999999,29149
MO,"Osage County, MO",Osage County,138500,89.9,55781,525,998,98.3,13878,6533,05000US29151,2915199999,29151
MO,"Ozark County, MO",Ozark County,81600,89.9,32042,518,971,98.3,9723,5652,05000US29153,2915399999,29153
MO,"Pemiscot County, MO",Pemiscot County,70400,89.9,33293,482,877,98.3,18296,8161,05000US29155,2915599999,29155
MO,"Perry County, MO",Perry County,126200,89.9,51922,555,1272,98.3,18971,8568,05000US29157,2915799999,29157
MO,"Pettis County, MO",Pettis County,104800,89.9,42089,589,1038,98.3,42201,18249,05000US29159,2915999999,29159
MO,"Phelps County, MO",Phelps County,117700,89.9,40738,562,1243,98.3,45156,19533,05000US29161,2916199999,29161
MO,"Pike County, MO",Pike County,97100,89.9,43617,570,978,98.3,18516,7875,05000US29163,2916399999,29163
MO,"Platte County, MO",Platte County,196000,89.9,77933,762,1431,98.3,89322,39223,05000US29165,2916599999,29165
MO,"Polk County, MO",Polk County,117700,89.9,44357,541,1242,98.3,31137,13304,05000US29167,2916799999,29167
MO,"Pulaski County, MO",Pulaski County,141900,89.9,50870,705,1529,98.3,52274,17904,05000US29169,2916999999,29169
MO,"Putnam County, MO",Putnam County,86700,89.9,40150,484,976,98.3,4979,2982,05000US29171,2917199999,29171
MO,"Ralls County, MO",Ralls County,120200,89.9,51564,561,1131,98.3,10167,5183,05000US29173,2917399999,29173
MO,"Randolph County, MO",Randolph County,89300,89.9,43386,583,981,98.3,25414,10714,05000US29175,2917599999,29175
MO,"Ray County, MO",Ray County,125700,89.9,57589,762,1431,98.3,23494,9984,05000US29177,2917799999,29177
MO,"Reynolds County, MO",Reynolds County,82200,89.9,33487,482,971,98.3,6696,4033,05000US29179,2917999999,29179
MO,"Ripley County, MO",Ripley County,82300,89.9,30796,518,1129,98.3,14100,6597,05000US29181,2918199999,29181
MO,"St. Charles County, MO",St. Charles County,192900,89.9,80696,739,1482,98.3,360485,141016,05000US29183,2918399999,29183
MO,"St. Clair County, MO",St. Clair County,78100,89.9,35683,509,873,98.3,9805,5640,05000US29185,2918599999,29185
MO,"Ste. Genevieve County, MO",Ste. Genevieve County,136500,89.9,57701,567,1045,98.3,18145,8637,05000US29186,2918699999,29186
MO,"St. Francois County, MO",St. Francois County,106100,89.9,42851,506,1040,98.3,65359,28458,05000US29187,2918799999,29187
MO,"St. Louis County, MO",St. Louis County,176000,89.9,62756,739,1482,98.3,998954,438032,05000US29189,2918999999,29189
MO,"Saline County, MO",Saline County,92800,89.9,43095,529,994,98.3,23370,10117,05000US29195,2919599999,29195
MO,"Schuyler County, MO",Schuyler County,80800,89.9,38134,503,911,98.3,4431,2102,05000US29197,2919799999,29197
MO,"Scotland County, MO",Scotland County,77200,89.9,39399,482,971,98.3,4843,2369,05000US29199,2919999999,29199
MO,"Scott County, MO",Scott County,99500,89.9,41738,499,971,98.3,39191,16987,05000US29201,2920199999,29201
MO,"Shannon County, MO",Shannon County,90400,89.9,29499,482,915,98.3,8441,4164,05000US29203,2920399999,29203
MO,"Shelby County, MO",Shelby County,73100,89.9,40679,487,1006,98.3,6373,3206,05000US29205,2920599999,29205
MO,"Stoddard County, MO",Stoddard County,89700,89.9,37694,495,896,98.3,29968,13609,05000US29207,2920799999,29207
MO,"Stone County, MO",Stone County,155500,89.9,43092,573,1044,98.3,32202,20373,05000US29209,2920999999,29209
MO,"Sullivan County, MO",Sullivan County,78500,89.9,40770,560,1015,98.3,6714,3358,05000US29211,2921199999,29211
MO,"Taney County, MO",Taney County,120100,89.9,38268,623,1076,98.3,51675,29255,05000US29213,2921399999,29213
MO,"Texas County, MO",Texas County,103000,89.9,33879,482,1100,98.3,26008,11685,05000US29215,2921599999,29215
MO,"Vernon County, MO",Vernon County,93200,89.9,39036,541,981,98.3,21159,9495,05000US29217,2921799999,29217
MO,"Warren County, MO",Warren County,158900,89.9,54756,739,1482,98.3,32513,14685,05000US29219,2921999999,29219
MO,"Washington County, MO",Washington County,80400,89.9,35745,482,873,98.3,25195,11017,05000US29221,2922199999,29221
MO,"Wayne County, MO",Wayne County,69600,89.9,30793,521,880,98.3,13521,8083,05000US29223,2922399999,29223
MO,"Webster County, MO",Webster County,119500,89.9,46989,630,1286,98.3,36202,14417,05000US29225,2922599999,29225
MO,"Worth County, MO",Worth County,58900,89.9,41338,482,971,98.3,2171,1281,05000US29227,2922799999,29227
MO,"Wright County, MO",Wright County,89800,89.9,32722,482,963,98.3,18815,8700,05000US29229,2922999999,29229
MO,"St. Louis city, MO",St. Louis city,120900,89.9,39954,739,1482,98.3,319294,176002,05000US29510,2951099999,29510
MT,"Beaverhead County, MT",Beaverhead County,168000,100.4,40218,607,1314,102.2,9246,5273,05000US30001,3000199999,30001
MT,"Big Horn County, MT",Big Horn County,96500,100.4,39445,608,1216,102.2,12865,4695,05000US30003,3000399999,30003
MT,"Blaine County, MT",Blaine County,86000,100.4,36852,632,989,102.2,6491,2843,05000US30005,3000599999,30005
MT,"Broadwater County, MT",Broadwater County,192400,100.4,50791,639,1409,102.2,5612,2695,05000US30007,3000799999,30007
MT,"Carbon County, MT",Carbon County,217700,100.4,53794,757,1705,102.2,10078,6441,05000US30009,3000999999,30009
MT,"Carter County, MT",Carter County,86400,100.4,47280,550,1155,102.2,1160,810,05000US30011,3001199999,30011
MT,"Cascade County, MT",Cascade County,165800,100.4,45569,599,1377,102.2,81327,37276,05000US30013,3001399999,30013
MT,"Chouteau County, MT",Chouteau County,121900,100.4,40718,586,949,102.2,5813,2879,05000US30015,3001599999,30015
MT,"Custer County, MT",Custer County,145100,100.4,48935,557,1018,102.2,11699,5560,05000US30017,3001799999,30017
MT,"Daniels County, MT",Daniels County,119300,100.4,49333,678,1424,102.2,1751,1111,05000US30019,3001999999,30019
MT,"Dawson County, MT",Dawson County,158900,100.4,55312,607,1054,102.2,8966,4233,05000US30021,3002199999,30021
MT,"Deer Lodge County, MT",Deer Lodge County,122700,100.4,38394,617,1247,102.2,9298,5122,05000US30023,3002399999,30023
MT,"Fallon County, MT",Fallon County,151700,100.4,54158,607,1155,102.2,2890,1470,05000US30025,3002599999,30025
MT,"Fergus County, MT",Fergus County,119700,100.4,45520,653,1404,102.2,11586,5836,05000US30027,3002799999,30027
MT,"Flathead County, MT",Flathead County,236800,100.4,50249,706,1480,102.2,90928,46963,05000US30029,3002999999,30029
MT,"Gallatin County, MT",Gallatin County,285200,100.4,60439,765,1747,102.2,89513,42289,05000US30031,3003199999,30031
MT,"Garfield County, MT",Garfield County,117900,100.4,43328,550,1155,102.2,1206,844,05000US30033,3003399999,30033
MT,"Glacier County, MT",Glacier County,100600,100.4,37207,573,1076,102.2,13399,5348,05000US30035,3003599999,30035
MT,"Golden Valley County, MT",Golden Valley County,94200,100.4,38276,756,1700,102.2,884,476,05000US30037,3003799999,30037
MT,"Granite County, MT",Granite County,216000,100.4,43469,620,1366,102.2,3079,2822,05000US30039,3003999999,30039
MT,"Hill County, MT",Hill County,131300,100.4,41705,556,1148,102.2,16096,7250,05000US30041,3004199999,30041
MT,"Jefferson County, MT",Jefferson County,247900,100.4,62734,730,1610,102.2,11406,5055,05000US30043,3004399999,30043
MT,"Judith Basin County, MT",Judith Basin County,136500,100.4,44607,607,1155,102.2,2072,1336,05000US30045,3004599999,30045
MT,"Lake County, MT",Lake County,226300,100.4,40888,683,1211,102.2,28746,16588,05000US30047,3004799999,30047
MT,"Lewis and Clark County, MT",Lewis and Clark County,212600,100.4,60370,745,1630,102.2,63395,30180,05000US30049,3004999999,30049
MT,"Liberty County, MT",Liberty County,104100,100.4,38535,550,1155,102.2,2339,1043,05000US30051,3005199999,30051
MT,"Lincoln County, MT",Lincoln County,173900,100.4,37793,597,1295,102.2,19687,11413,05000US30053,3005399999,30053
MT,"McCone County, MT",McCone County,138500,100.4,46001,550,1155,102.2,1734,1008,05000US30055,3005599999,30055
MT,"Madison County, MT",Madison County,240300,100.4,51252,745,1165,102.2,7691,6940,05000US30057,3005799999,30057
MT,"Meagher County, MT",Meagher County,122200,100.4,39284,600,1260,102.2,1891,1432,05000US30059,3005999999,30059
MT,"Mineral County, MT",Mineral County,166800,100.4,39933,550,1155,102.2,4223,2446,05000US30061,3006199999,30061
MT,"Missoula County, MT",Missoula County,243700,100.4,47086,776,1721,102.2,109299,50106,05000US30063,3006399999,30063
MT,"Musselshell County, MT",Musselshell County,148800,100.4,42103,660,1455,102.2,4538,2654,05000US30065,3006599999,30065
MT,"Park County, MT",Park County,222500,100.4,45405,736,1623,102.2,15636,9375,05000US30067,3006799999,30067
MT,"Petroleum County, MT",Petroleum County,83000,100.4,43230,678,1424,102.2,494,324,05000US30069,3006999999,30069
MT,"Phillips County, MT",Phillips County,118500,100.4,42550,550,1228,102.2,4253,2335,05000US30071,3007199999,30071
MT,"Pondera County, MT",Pondera County,116600,100.4,39984,607,1228,102.2,6153,2659,05000US30073,3007399999,30073
MT,"Powder River County, MT",Powder River County,108700,100.4,47996,526,1159,102.2,1743,1022,05000US30075,3007599999,30075
MT,"Powell County, MT",Powell County,136600,100.4,44863,607,1155,102.2,7027,3105,05000US30077,3007799999,30077
MT,"Prairie County, MT",Prairie County,80600,100.4,43592,550,1155,102.2,1179,673,05000US30079,3007999999,30079
MT,"Ravalli County, MT",Ravalli County,238100,100.4,44851,633,1461,102.2,40212,19583,05000US30081,3008199999,30081
MT,"Richland County, MT",Richland County,203700,100.4,65277,705,1575,102.2,9746,4550,05000US30083,3008399999,30083
MT,"Roosevelt County, MT",Roosevelt County,117000,100.4,40129,541,1020,102.2,10425,4063,05000US30085,3008599999,30085
MT,"Rosebud County, MT",Rosebud County,113200,100.4,53946,607,1083,102.2,9233,4057,05000US30087,3008799999,30087
